domain,group,authors_country_flag,work_num,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth
Double standard-2,us,,,,,,,
Double star-2,cn,CN,8.0,1.2573301,6.9666586,9.170567,5.590367,6.032283817018779
Double taxation-2,cn,CN,111.0,1.3558106,7.2675967,10.435958,4.999556,5.7608290625633884
Double taxation-2,us,US,563.0,1.0424681,8.0738945,11.392761,5.963485,6.924385122951975
Douglas fir-2,cn,CN,20.0,0.96780515,8.375174,11.175753,6.7232594,7.881018378232653
Douglas fir-2,us,US,508.0,0.99948215,8.581387,11.505608,6.0760274,7.877465014176295
Dove-2,cn,CN,16.0,1.5152054,8.436995,12.496669,6.440651,8.32090139389038
Dove-2,us,US,200.0,1.1535865,9.038577,12.249396,6.8924875,8.832810031953898
Dowel-2,cn,CN,67.0,1.0919305,7.2861395,11.280569,5.498836,5.8183013141551925
Dowel-2,us,US,155.0,1.0131521,9.10493,11.7400675,7.001834,8.843523899293828
Down syndrome-2,cn,CN,135.0,1.732972,6.5554194,11.928273,3.9180772,4.937746769957812
Down syndrome-2,us,US,1133.0,1.0469512,7.9966245,11.70167,4.4502096,6.892092892844332
Downgrade-2,cn,CN,38.0,0.9679874,8.952307,11.06342,7.326184,8.847353243895654
Downgrade-2,us,US,106.0,1.2134913,9.21142,13.273845,7.286572,9.195578150492324
Download-2,cn,CN,279.0,1.3139585,8.474405,12.492922,5.5137506,7.753001080807124
Download-2,us,US,1056.0,0.81433207,9.289341,12.584968,5.8581157,9.23023814362486
Downstream processing-2,cn,CN,66.0,0.95287406,7.774897,10.13859,5.8820043,6.599534739955118
Downstream processing-2,us,US,194.0,1.3138701,7.3013754,11.679397,4.615298,5.897306742561597
Downtime-2,cn,CN,258.0,1.0977545,8.026595,11.474034,5.7146597,6.970913871465356
Downtime-2,us,US,622.0,1.0209953,8.914942,12.945519,6.161008,8.518648730712286
Downtown-2,cn,CN,134.0,1.4094489,7.5305176,11.283316,5.1619854,6.264208623953721
Downtown-2,us,US,409.0,1.1411746,8.606263,12.640234,6.297637,8.001302069705702
Downy mildew-2,cn,CN,119.0,1.2028058,7.296971,10.792818,5.4633846,5.829723294403848
Downy mildew-2,us,US,192.0,1.0128123,7.593606,10.915829,5.5105424,6.229555706266112
Dowry-2,us,,,,,,,
Doxapram-2,cn,CN,5.0,0.544482,5.952929,6.804719,5.281902,4.746701717376709
Doxapram-2,us,US,40.0,0.9485791,8.198742,11.054877,6.7344155,7.368492766430506
Doxepin-2,cn,CN,23.0,0.918905,7.676316,9.696289,6.234296,6.652367433069244
Doxepin-2,us,US,101.0,0.80343056,8.188789,11.151067,6.3100405,7.20894640985162
Dozen-2,cn,CN,8.0,0.72807497,8.399576,9.397443,6.937402,8.709111490419929
Dozen-2,us,US,266.0,1.209798,9.497891,13.375476,5.879747,9.751375435402636
Draft tube-2,cn,CN,153.0,1.3168103,6.8764405,10.54429,4.7300153,5.196483242064389
Draft tube-2,us,US,61.0,1.0633944,8.456518,10.459404,6.0640597,7.717643064227914
Drag-2,cn,CN,2635.0,1.1164173,8.356969,12.62487,5.528562,7.411873000944439
Drag-2,us,US,5647.0,0.86953324,9.33886,13.503563,6.239589,9.16184389090742
Drainage basin-2,cn,CN,3519.0,1.0655204,7.72963,12.218629,5.015623,6.360735852514239
Drainage basin-2,us,US,4964.0,1.0865889,8.709431,13.480901,6.0865273,8.066141566249598
Drainage-2,cn,CN,1713.0,1.1703919,8.408737,12.522163,5.785581,7.596236782994907
Drainage-2,us,US,2286.0,0.9440925,9.463225,13.076291,5.7489977,9.478156509652138
Dram-2,cn,CN,322.0,1.1708856,7.9448013,12.952283,5.6424723,6.652442601819828
Dram-2,us,US,1288.0,1.0597479,8.253129,11.894767,5.665244,7.189776854843572
Drama-2,cn,CN,73.0,1.3024511,7.8241906,12.020176,4.5019345,6.749545940211121
Drama-2,us,US,339.0,1.1572255,8.485021,13.611395,5.8435073,7.744219757210999
Drawing board-2,cn,CN,2.0,0.0,3.7293093,3.7293093,3.7293093,2.925992012023926
Dream-2,cn,CN,64.0,1.3370425,8.429301,12.294561,6.0499973,7.854193787757154
Dream-2,us,US,574.0,1.1233201,8.88135,13.068115,5.8423047,8.488543875392267
Drechslera-2,us,US,32.0,0.73031,8.280522,9.7407875,6.577069,7.487240205368678
Dredging-2,cn,CN,228.0,1.2718663,7.6323733,11.585927,5.270957,6.34968436438254
Dredging-2,us,US,375.0,1.023039,8.352787,12.397839,5.961484,7.492683806856277
Dreyfus model of skill acquisition-2,cn,CN,21.0,1.0878631,8.044554,10.106887,6.523332,7.3543833431444625
Dreyfus model of skill acquisition-2,us,US,542.0,1.0134424,8.286718,12.322835,5.6578126,7.379553394867443
Dried blood spot-2,cn,CN,49.0,1.2387823,7.0070844,10.660097,4.850101,5.52562805919014
Dried blood spot-2,us,US,261.0,1.0736872,7.231358,10.209597,4.3015537,5.730119825918692
Dried blood-2,cn,CN,41.0,0.96321344,6.6033797,8.446402,5.15895,4.904727129599991
Dried blood-2,us,US,284.0,1.2837874,7.515461,12.411297,4.4779134,6.225995074021043
Dried fruit-2,cn,CN,31.0,0.846616,7.792033,9.490452,6.391652,6.723678941503536
Dried fruit-2,us,US,53.0,1.2385682,8.277883,11.772083,5.9514184,7.525228755146855
Drill-2,cn,CN,1031.0,1.2452397,7.4572496,11.751124,5.0622687,6.041817186118337
Drill-2,us,US,1231.0,1.218423,8.91828,12.744891,5.861892,8.563984752739074
Drilling-2,cn,CN,4493.0,1.2840807,7.69179,12.300853,4.9897804,6.421915571271825
Drilling-2,us,US,4155.0,1.3472373,8.633604,12.8755045,4.912625,8.055758055051825
Drive shaft-2,cn,CN,126.0,0.9950063,6.9289536,10.245921,5.111736,5.220916252138736
Drive shaft-2,us,US,49.0,1.0254143,8.357075,10.599001,6.5897126,7.642748782119796
Driving simulation-2,cn,CN,74.0,1.1979018,6.5242934,9.603134,4.5306983,4.708010041020799
Driving simulation-2,us,US,79.0,0.8726041,7.2667284,9.240028,5.569557,5.718370906450048
Driving simulator-2,cn,CN,434.0,1.2618114,6.8480597,12.145049,4.5066276,5.13420389120634
Driving simulator-2,us,US,999.0,1.1622013,7.3662186,11.884041,5.023771,5.886495033683062
Drone-2,cn,CN,575.0,1.1636254,7.7308674,11.78913,5.240421,6.445429876622399
Drone-2,us,US,1451.0,1.2268753,8.190083,12.742601,5.334979,7.239681362658118
Drooling-2,cn,CN,22.0,1.0202733,8.058786,9.85524,6.0584626,7.351674571697856
Drooling-2,us,US,131.0,0.9695813,8.037565,10.268703,5.1484756,7.042989773719114
Drop out-2,cn,CN,42.0,0.87229127,8.924787,11.301621,7.2011275,8.727332548120444
Drop out-2,us,US,429.0,1.0769367,8.935968,13.846717,6.6948457,8.59452408321539
Drop test-2,cn,CN,122.0,1.027244,7.975384,10.241917,5.6878886,6.837106104740826
Drop test-2,us,US,240.0,1.0113981,8.403587,11.773892,5.9562206,7.510090299491097
Drospirenone-2,cn,CN,16.0,1.6208591,6.6212034,9.04991,4.1329145,5.215154414375618
Drospirenone-2,us,US,54.0,1.0064942,6.8062253,9.704422,4.9320045,5.094306590508651
Dross-2,cn,CN,57.0,1.3339815,7.1155124,10.186582,4.983014,5.657550164244384
Dross-2,us,US,21.0,1.1628536,8.044665,10.601856,6.3862166,7.283214713845936
Drought resistance-2,cn,CN,123.0,1.1446835,7.0520954,9.88864,4.9224315,5.409134140535571
Drought resistance-2,us,US,85.0,1.0129795,8.340768,10.9657345,6.563949,7.457383914332681
Drought stress-2,cn,CN,542.0,1.183088,7.0437207,10.802162,4.422356,5.361495955302203
Drought stress-2,us,US,251.0,1.0067487,8.021713,10.588428,5.6276727,6.865270059536414
Drought tolerance-2,cn,CN,1179.0,1.2033391,6.742447,10.682903,4.4821115,4.919704571689394
Drought tolerance-2,us,US,436.0,1.0473104,7.786205,10.765355,5.43874,6.4795573003813445
Drude model-2,cn,CN,105.0,1.0730034,8.1120615,11.54197,5.900168,7.0120032732085065
Drude model-2,us,US,208.0,0.8852934,8.619242,10.81028,6.3381004,7.833777303004169
Drug administration-2,cn,CN,33.0,1.1339421,7.6951385,9.759267,5.525449,6.646671360640809
Drug administration-2,us,US,444.0,1.0592399,8.861985,12.393369,5.9535327,8.44036912603785
Drug compliance-2,cn,CN,6.0,0.69796336,6.293196,7.340479,5.2458377,5.117278695106506
Drug compliance-2,us,US,16.0,0.9186366,7.312685,8.832941,5.499385,6.13247312605381
Drug control-2,cn,CN,13.0,1.1751735,7.1950755,10.053675,5.995963,6.159061995836396
Drug control-2,us,US,58.0,1.0066594,7.817179,9.889957,5.668582,6.742211160334662
Drug delivery-2,cn,CN,12093.0,1.0506357,7.472689,11.83734,4.3201823,5.972842010375729
Drug delivery-2,us,US,9204.0,1.039597,8.031356,12.081145,4.413953,6.910556000589509
Drug design-2,cn,CN,34.0,0.82151705,7.4380045,8.710142,5.626836,6.144248631761258
Drug design-2,us,US,144.0,1.0185065,7.5706778,10.535733,5.4047537,6.267182433858835
Drug detection-2,cn,CN,85.0,1.1420449,7.0813894,10.260197,5.105097,5.547827426174479
Drug detection-2,us,US,146.0,1.1983521,7.6784177,10.961194,5.5837064,6.466178453318264
Drug discovery-2,cn,CN,2693.0,1.0323665,7.563622,12.495289,4.656795,6.231102886291964
Drug discovery-2,us,US,8044.0,0.9267936,7.9182277,12.294215,4.347152,6.802788699582152
Drug packaging-2,cn,CN,5.0,0.8364621,5.723939,7.1485357,4.7596307,4.53097939491272
Drug packaging-2,us,US,37.0,0.9250425,7.63822,9.4826145,5.9065065,6.513056282013167
Drug prices-2,us,US,121.0,1.2134074,6.883646,10.309951,4.7707667,5.253237918032468
Drug resistance-2,cn,CN,4457.0,0.7990916,8.152671,11.361209,5.670833,7.1130316659570525
Drug resistance-2,us,US,5306.0,0.92499864,8.517534,12.042187,4.7459946,7.788500090056416
Drug target-2,cn,CN,219.0,1.3138363,6.1022744,10.406602,3.9077413,4.211186080413185
Drug target-2,us,US,172.0,1.0551845,7.412154,10.478123,5.4792733,6.039191851095495
Drug tolerance-2,cn,CN,51.0,1.6509656,7.162799,11.45792,5.0654845,5.768743994284648
Drug tolerance-2,us,US,595.0,1.0209587,8.302987,11.908358,6.0007105,7.3178446701086415
Drug trafficking-2,cn,CN,5.0,0.7093682,6.3647623,7.619634,5.6616893,5.448798835277557
Drug trafficking-2,us,US,118.0,1.1630644,7.7594314,11.235755,5.6421165,6.595714240925261
Drug treatment-2,cn,CN,54.0,0.89977,7.9734774,10.47635,6.400099,7.006113711226504
Drug treatment-2,us,US,354.0,1.3808483,8.164422,12.758621,6.2010674,7.200741307590846
Drug-2,cn,,,,,,,
Drug-2,us,,,,,,,
Drum-2,cn,CN,535.0,1.2043543,7.7468243,12.285047,5.330934,6.534094824782926
Drum-2,us,US,429.0,0.8007477,9.504853,12.343501,6.936615,9.641032527433822
Dry cleaning-2,cn,CN,29.0,1.360463,7.9065657,10.475567,5.392439,7.0799363951377785
Dry cleaning-2,us,US,64.0,1.0257407,9.071634,11.310659,6.8417807,8.917030856905996
Dry climate-2,cn,CN,15.0,1.2496774,7.1005735,9.938468,5.3283677,5.903941194216415
Dry climate-2,us,US,12.0,0.8872429,8.744405,10.424422,7.220301,8.850804829236239
Dry cough-2,cn,CN,20.0,1.1136146,7.6570234,9.74924,5.788811,6.703761549372416
Dry cough-2,us,US,70.0,1.2035388,7.1937423,11.305863,4.8208737,5.746266629164225
Dry eyes-2,cn,CN,131.0,1.4504765,6.1711607,11.807108,3.744476,4.321770473968158
Dry eyes-2,us,US,114.0,1.2950798,6.9613304,10.110375,4.273491,5.394161742457797
Dry friction-2,cn,CN,346.0,0.9993891,7.5890036,11.140286,5.3745832,6.162762247076387
Dry friction-2,us,US,133.0,0.8739552,8.462935,11.090129,6.5494533,7.672269658898415
Dry gas-2,cn,CN,76.0,1.2486602,7.659051,11.687682,5.508438,6.430621327668888
Dry gas-2,us,US,56.0,1.0266706,8.753687,11.092161,6.619397,8.292400909192637
Dry heat-2,cn,CN,27.0,0.8443927,8.362253,10.145017,7.2351856,7.725506113125718
Dry heat-2,us,US,103.0,1.2223706,8.925869,12.2989645,6.406472,8.658020374148776
Dry ice-2,cn,CN,15.0,1.2770622,7.730052,9.925887,6.0961123,6.980226891381406
Dry ice-2,us,US,58.0,1.1407127,9.0650835,11.178034,6.52473,8.997631889722314
Dry land-2,cn,CN,27.0,0.93800735,7.681855,9.631542,5.6617885,6.566310760981679
Dry land-2,us,US,30.0,0.7401347,9.554895,10.761986,7.922447,10.046129545261124
Dry matter-2,cn,CN,1276.0,1.0838599,8.629757,11.6729965,5.9408655,7.960239591908021
Dry matter-2,us,US,4625.0,1.2694356,8.858383,12.978507,6.0584183,8.393445989115335
Dry rot-2,cn,CN,20.0,1.2331951,6.4165993,9.00086,4.86591,4.760804207701426
Dry rot-2,us,US,27.0,1.0764012,7.486476,10.393209,5.5024548,6.260445136290343
Dry sand-2,cn,CN,12.0,1.0398352,7.8079705,9.649611,6.5899825,7.069306075572968
Dry sand-2,us,US,12.0,0.7577743,9.185517,10.739648,8.088873,9.75474543643719
Dry season-2,cn,CN,451.0,1.1911042,8.172439,12.0750065,5.478673,7.146295993963207
Dry season-2,us,US,495.0,0.7959216,9.450709,11.530761,6.9402547,9.45472195995491
Dry skin-2,us,US,59.0,1.1912851,7.411964,10.488054,5.1007133,6.101193838384901
Dry weight-2,cn,CN,829.0,0.9708173,8.638438,12.109814,6.3432612,7.968799909881397
Dry weight-2,us,US,1572.0,0.7892312,9.741097,12.320903,6.180848,10.01767436584204
Dry zone-2,cn,CN,4.0,1.6338855,6.8141794,9.270156,4.9830904,6.899573405583695
Dry zone-2,us,US,3.0,0.50824106,8.81361,9.501014,8.288055,12.1408333381017
Dryness-2,cn,CN,148.0,1.4192243,8.312393,12.472449,5.721417,7.55058696579465
Dryness-2,us,US,131.0,0.9221011,9.51249,11.713875,7.46329,9.700165798971724
Dual economy-2,cn,CN,5.0,0.36452943,6.5329766,6.9953403,6.1443696,5.648366212844849
Dual language-2,cn,CN,2.0,0.0,7.7270465,7.7270465,7.7270465,12.410056591033936
Dual language-2,us,US,255.0,1.1493753,6.9462347,10.268004,4.8445663,5.20158409027465
Dual mode-2,cn,CN,998.0,0.9084361,9.23979,12.827038,7.084237,8.996767189885574
Dual mode-2,us,US,270.0,0.8139713,9.640831,12.235311,7.793051,9.77805609018752
Dual polyhedron-2,cn,CN,88.0,1.3306625,8.529567,12.697362,5.6780906,7.885228840306112
Dual polyhedron-2,us,US,252.0,0.8422503,9.35449,12.576461,7.5085306,9.212549932595875
Dual purpose-2,cn,CN,116.0,0.94097817,9.12372,11.676181,7.2628646,8.952233794611544
Dual purpose-2,us,US,124.0,0.8170111,9.709873,12.670274,7.7269597,10.093057980512867
Dual role-2,cn,CN,401.0,0.9672452,8.649459,12.31514,6.401912,7.993255434111248
Dual role-2,us,US,135.0,1.1837714,9.358487,12.3561,6.857363,9.455613574721085
Dual space-2,cn,CN,50.0,0.94813395,8.730299,11.197727,7.097714,8.263268407510253
Dualism-2,cn,CN,13.0,0.9883952,8.088902,9.650249,6.497584,7.59295737132048
Dualism-2,us,US,113.0,1.076541,8.451956,11.641816,5.5908713,7.7663600185893245
Duchenne muscular dystrophy-2,cn,CN,159.0,1.0870857,6.945851,10.186158,4.334795,5.29566206327641
Duchenne muscular dystrophy-2,us,US,2023.0,1.1699014,7.5235395,11.319383,4.735553,6.169420108056897
Ductus arteriosus-2,cn,CN,354.0,1.392367,6.872103,10.755145,3.9781399,5.23760854483308
Ductus arteriosus-2,us,US,1710.0,1.1190509,7.8777156,11.900138,4.5509224,6.68133817676096
Due diligence-2,cn,CN,10.0,0.86572397,7.8848715,9.093292,6.430098,7.437211738692383
Due diligence-2,us,US,140.0,0.9330944,8.714693,12.070828,6.381576,8.198017697303968
Dumbbell-2,cn,CN,324.0,1.0114821,9.315376,12.304992,7.2773323,9.243744458133564
Dumbbell-2,us,US,222.0,0.8902673,9.656158,11.9343405,7.472854,9.948072137433527
Dumping-2,cn,CN,70.0,0.85608566,8.2639475,10.349746,6.035488,7.310720977082269
Dumping-2,us,US,89.0,1.4983002,8.620672,12.686739,6.081351,8.060008316349325
Duodenal ulcer-2,cn,CN,47.0,1.0410631,7.6517754,9.670178,4.9525914,6.424197410615747
Duodenal ulcer-2,us,US,179.0,0.95533586,8.452618,12.214927,5.7823353,7.627816968950739
Duodenum-2,cn,CN,785.0,0.9158959,8.276203,11.273116,5.603293,7.29379193258724
Duodenum-2,us,US,2494.0,0.923352,9.013089,12.252301,5.527639,8.5819070929887
Dura mater-2,cn,CN,149.0,0.9425201,7.8232107,11.30665,5.6787143,6.579691704515369
Dura mater-2,us,US,393.0,1.2024456,8.42331,13.433734,5.4391212,7.624043215638693
Durability-2,cn,CN,2953.0,1.0397925,8.766642,12.313005,6.202823,8.190260474788744
Durability-2,us,US,2394.0,0.91085684,9.382912,13.15181,5.9188304,9.330216114460754
Durable good-2,cn,CN,20.0,1.0318704,7.3015647,9.974655,5.806577,6.097389647835172
Durable good-2,us,US,173.0,1.0438547,7.9084315,11.800048,5.284505,6.793465500265072
Dusk-2,cn,CN,19.0,0.8459467,8.849162,10.84837,7.4372625,8.810819130317839
Dusk-2,us,US,197.0,0.9429664,9.3993845,11.683189,6.7773967,9.464306904189186
Dust collector-2,cn,CN,42.0,1.260383,5.870095,9.317769,4.101598,3.9153798843509975
Dust collector-2,us,US,23.0,0.986785,7.518058,9.495378,5.7715073,6.368588164389834
Dust control-2,cn,CN,96.0,1.2580861,5.707059,9.44039,3.7856493,3.673693514350802
Dust control-2,us,US,60.0,0.984993,7.483967,9.619337,5.285065,6.16453043706332
Dust explosion-2,cn,CN,230.0,0.9697194,7.07166,10.1524105,5.0693545,5.352486328682133
Dust explosion-2,us,US,88.0,0.97888225,8.021836,10.257533,5.897642,6.904260055896742
Dutch elm disease-2,cn,CN,3.0,0.82686526,7.851786,8.970182,6.996866,9.9290947119395
Duty of care-2,us,US,43.0,1.0802904,7.9338956,11.164802,6.043815,6.98207585782572
Duty-2,cn,CN,148.0,1.3672719,8.689888,11.60805,5.9945636,8.278194643357807
Duty-2,us,US,1264.0,1.09061,8.810779,12.761608,5.5630217,8.380376477595973
Dwell time-2,cn,CN,1297.0,2.0174017,7.809672,13.223421,5.2154593,6.83251390212402
Dwell time-2,us,US,701.0,0.7454686,9.804641,12.406411,6.9480042,10.209015442966404
Dyad-2,cn,CN,101.0,0.7074348,9.591029,11.601123,7.837126,9.864181426232063
Dyad-2,us,US,1365.0,1.0800265,8.723883,14.142597,6.0640254,8.18243898686741
Dyeing-2,cn,CN,1261.0,1.053948,7.681091,11.863791,4.899113,6.361070710181863
Dyeing-2,us,US,370.0,0.94950324,8.821534,11.885296,6.7138786,8.360445588178095
Dynamic assessment-2,cn,CN,24.0,0.8918701,8.191087,9.810511,6.673837,7.463344953198359
Dynamic assessment-2,us,US,94.0,1.3794591,7.789781,12.415107,5.79289,6.647492151897467
Dynamic balance-2,cn,CN,253.0,1.2276531,8.028111,11.481296,5.6460967,6.99641544368852
Dynamic balance-2,us,US,499.0,1.4892063,7.574057,12.689907,5.2360206,6.312087832481097
Dynamic capabilities-2,cn,CN,173.0,1.4411566,6.484174,12.642385,4.2524195,4.681119912056971
Dynamic capabilities-2,us,US,221.0,1.3400654,7.286852,13.895076,4.412402,5.816745960661535
Dynamic data-2,cn,CN,228.0,1.1391618,8.244867,11.470972,5.659447,7.345831300645671
Dynamic data-2,us,US,182.0,1.0624429,8.705321,11.903553,6.2293177,8.166069203977429
Dynamic decision-making-2,cn,CN,25.0,1.0881813,6.7299366,8.7803545,5.103251,5.117756764094025
Dynamic decision-making-2,us,US,81.0,1.1165334,7.421919,10.579401,5.6107645,6.029986684216354
Dynamic efficiency-2,cn,CN,13.0,0.8427003,6.841673,8.615154,5.0810905,5.439597406448456
Dynamic efficiency-2,us,US,17.0,0.85337484,7.9467845,9.634565,6.1440406,7.198074043673628
Dynamic equilibrium-2,cn,CN,36.0,0.9133049,8.736823,11.24187,7.2563586,8.388696576397265
Dynamic equilibrium-2,us,US,87.0,0.88545734,9.373289,11.385215,6.5958734,9.497856026022715
Dynamic factor-2,cn,CN,39.0,1.4597113,8.262868,11.771331,6.1662292,7.6326457836367325
Dynamic factor-2,us,US,117.0,1.5881944,7.8893566,12.332776,5.2505865,6.925444147218656
Dynamic inconsistency-2,cn,CN,15.0,0.94207585,7.1642246,8.51656,5.260864,5.860793193181351
Dynamic inconsistency-2,us,US,112.0,0.85198015,7.5346646,9.746119,5.857139,6.156618588289021
Dynamic load testing-2,cn,CN,681.0,1.2142067,7.8920364,11.928836,5.356879,6.6998449811744365
Dynamic load testing-2,us,US,213.0,0.84543407,9.147058,11.511837,7.190091,8.892183599208053
Dynamic loading-2,cn,CN,489.0,1.2077242,8.047507,13.220123,5.4910064,6.950609079915154
Dynamic loading-2,us,US,359.0,0.8628833,8.942104,12.266057,6.6037,8.474610692366966
Dynamic mode decomposition-2,cn,CN,136.0,1.1426573,7.9091897,10.387085,5.0873814,6.706185577199619
Dynamic mode decomposition-2,us,US,222.0,1.2641054,7.8138504,11.165259,5.2683578,6.637599895162765
Dynamic network analysis-2,cn,CN,289.0,1.4522909,7.5423927,12.003332,4.6180325,6.247376037149465
Dynamic network analysis-2,us,US,301.0,1.3505727,8.069384,11.686509,5.6650314,7.079414107004439
Dynamic positioning-2,cn,CN,289.0,1.0311027,6.619821,10.695207,4.358101,4.74788169485862
Dynamic positioning-2,us,US,41.0,0.7862297,7.7757525,9.63598,6.2431445,6.598411823918184
Dynamic pressure-2,cn,CN,226.0,1.1272303,8.292178,11.848285,6.219183,7.364545782103733
Dynamic pressure-2,us,US,247.0,0.8618126,9.339388,11.689255,7.1937027,9.164147654628197
Dynamic pricing-2,cn,CN,312.0,0.7551854,7.7095037,9.9483,5.9384,6.241978606088367
Dynamic pricing-2,us,US,584.0,0.7885483,7.926145,11.465159,5.710479,6.602000123755474
Dynamic problem-2,cn,CN,71.0,1.0348568,7.98761,11.185963,6.050488,6.945007371853109
Dynamic problem-2,us,US,74.0,0.7553951,8.973797,11.484685,7.610878,8.638900383164255
Dynamic programming-2,cn,CN,1714.0,1.1887804,8.394364,12.673105,5.6999087,7.523847434279787
Dynamic programming-2,us,US,2275.0,0.9310345,8.916639,12.30608,6.470688,8.426366327021071
Dynamic range compression-2,cn,CN,176.0,1.0558167,8.603384,12.12645,6.5229387,7.957934716260695
Dynamic range compression-2,us,US,156.0,0.84160715,9.179299,12.4774885,6.6645966,9.008721939099388
Dynamic range-2,cn,CN,1940.0,0.9284296,8.629388,11.902011,6.086424,7.895197152562133
Dynamic range-2,us,US,2796.0,0.75826824,9.225101,11.955319,6.3922186,8.970104371735147
Dynamic relaxation-2,cn,CN,45.0,1.2871408,7.8816166,10.5652685,5.8866453,6.9140806542138336
Dynamic relaxation-2,us,US,43.0,1.1113602,8.516562,12.310188,6.685865,7.940245645075322
Dynamic simulation model-2,cn,CN,26.0,0.7947197,7.221639,8.981943,6.1233177,5.82853550177353
Dynamic simulation model-2,us,US,7.0,0.44880065,7.744056,8.436933,7.127547,7.594658732414246
Dynamic simulation-2,cn,CN,987.0,1.1498842,7.836274,11.8662615,5.197577,6.612429532407845
Dynamic simulation-2,us,US,308.0,0.92310953,8.842221,12.381603,6.4061775,8.311371651890795
Dynamic testing-2,cn,CN,422.0,1.2412256,8.058828,12.04341,5.9486346,7.0227452077185575
Dynamic testing-2,us,US,304.0,1.0602931,8.980163,12.06691,6.413855,8.618536222447943
Dynamic time warping-2,cn,CN,619.0,1.1870873,7.9860578,11.54671,5.2722507,6.9189948076842285
Dynamic time warping-2,us,US,512.0,1.0261158,8.373218,11.050114,5.0062633,7.573606871207815
Dynamical billiards-2,cn,CN,24.0,1.1117538,7.781882,10.296682,6.338371,6.835303401601493
Dynamical billiards-2,us,US,156.0,1.0350814,8.173263,12.33005,6.443966,7.2348964958446516
Dynamical friction-2,cn,CN,151.0,1.2430319,7.5012326,12.50819,5.491807,6.110105646124751
Dynamical friction-2,us,US,187.0,1.2040122,8.59924,11.698226,5.8089294,7.95335612907482
Dynamical simulation-2,cn,CN,16.0,0.86485624,7.342903,8.863764,5.455363,6.152889281511307
Dynamical simulation-2,us,US,28.0,1.3289344,7.3392158,10.041144,5.7078595,6.1042378770659695
Dynamical systems theory-2,cn,CN,1324.0,0.9593023,7.842795,11.227866,5.485317,6.621512127936995
Dynamical systems theory-2,us,US,2504.0,0.8744629,8.304071,11.470002,5.5970755,7.42159673270524
Dynamism-2,us,US,395.0,1.046104,9.115899,12.782104,6.181998,8.923224553107218
Dynamometer-2,cn,CN,270.0,1.0876127,7.8708544,11.835935,5.664641,6.699085412927545
Dynamometer-2,us,US,593.0,0.86993784,9.277337,12.245827,6.920309,9.151695472764883
Dysarthria-2,cn,CN,91.0,1.0460457,7.902255,10.4699745,5.738162,6.841216102223868
Dysarthria-2,us,US,638.0,1.0053824,8.331922,11.121079,5.031271,7.472616006210515
Dysentery-2,cn,CN,80.0,1.6582637,6.5667024,10.3707485,4.1485667,4.989099026292195
Dysentery-2,us,US,172.0,1.1617792,8.3833,11.531229,5.638544,7.595653828985718
Dysesthesia-2,cn,CN,25.0,0.96276253,7.2850437,8.940531,5.7910852,5.920788437128067
Dysesthesia-2,us,US,100.0,0.9097766,8.346661,10.424979,6.0037875,7.506044626235962
Dysfunctional family-2,cn,CN,161.0,0.8690959,9.0239315,11.565765,7.4456773,8.731418899458319
Dysfunctional family-2,us,US,1551.0,0.9913149,9.250982,13.169255,6.594673,9.135672535528911
Dysgenesis-2,cn,CN,28.0,1.1112357,7.2322936,9.899816,4.9598117,5.909848366028228
Dysgenesis-2,us,US,328.0,0.958808,8.589593,11.137564,6.1852794,7.914030258079066
Dysphagia-2,cn,CN,791.0,1.1746203,7.852401,11.379821,5.2605767,6.685652918046657
Dysphagia-2,us,US,3883.0,1.0849984,8.143832,11.979602,5.0857964,7.155739019957807
Dysplasia-2,cn,CN,830.0,0.8446927,8.333998,11.390108,5.83119,7.442805962713848
Dysplasia-2,us,US,4167.0,0.9386919,8.745637,11.757752,6.025935,8.166544365444778
Dysprosium-2,cn,CN,517.0,1.3818585,7.7998877,11.166713,4.9605217,6.560027668864095
Dysprosium-2,us,US,303.0,0.7909572,9.265055,11.627388,6.6017375,9.036378696837986
Dystonia-2,cn,CN,203.0,1.2512841,7.285,11.547124,5.071394,5.84012035463924
Dystonia-2,us,US,1446.0,1.0720341,7.81346,11.44344,4.679522,6.611975897560853
Dystopia-2,cn,CN,2.0,0.0,5.6697755,5.6697755,5.6697755,6.952214241027832
Dystopia-2,us,US,46.0,1.1711835,7.580173,11.912061,5.266803,6.391016088350852
Dystrophy-2,cn,CN,64.0,1.497526,7.053432,10.774033,4.839744,5.626970436571767
Dystrophy-2,us,US,660.0,0.9012152,8.799833,11.418643,6.518059,8.270318634105905
Dytiscidae-2,cn,CN,6.0,1.2992728,5.880342,8.296492,4.4651837,4.813458025455475
Dytiscidae-2,us,US,38.0,1.0186524,7.90998,10.280203,5.0156436,6.90928067530956
E-commerce-2,cn,CN,1622.0,1.2114714,7.1709414,11.383156,4.605819,5.538245056381328
E-commerce-2,us,US,548.0,1.0021642,7.78563,10.70217,5.166056,6.426005132166097
EEPROM-2,cn,CN,45.0,1.1069494,7.6370153,10.23266,5.6750426,6.291560846747785
EEPROM-2,us,US,132.0,0.94186676,8.209286,11.597738,6.493104,7.053070368729237
EPIC-2,us,US,294.0,1.2692766,9.425617,12.287352,5.4192743,9.609058611222096
EPROM-2,cn,CN,53.0,1.1464576,7.7715893,10.86725,5.844705,6.509008413215852
