group,network,gini_degree centrality,average closeness centrality,average shortest path length,global efficiency
us,2023_Spore-2_us,0.4466229228504253,0.09945777699901694,10.543689888807648,0.11492533555846307
us,2023_In_vitro_fertilisation-3_us,0.431632212019268,0.19063792668815127,5.373942900281229,0.2025139112834827
cn,2023_Gallbladder-2_cn,0.36710100614686697,0.17077299699226325,6.02489148331088,0.1862252378521728
cn,2023_Endoscope-2_cn,0.2964022539958661,0.14726313860974394,7.042460734799542,0.16846755058001464
us,2023_Information_system-2_us,0.4540687642000518,0.0943571534176201,10.986884545656647,0.10962540690321668
us,2023_CpG_site-5_us,0.3643374935905267,0.14810198659019214,6.913674797222201,0.1605415880572049
cn,2023_Molar-2_cn,0.3325565460030841,0.15224730284561627,6.698256139368382,0.16393165422816874
us,2023_Plant_community-3_us,0.4054627409098431,0.15531261883249764,6.6929774846240315,0.1714714654268747
cn,2022_Mesangial_cell-3_cn,0.3116639688284677,0.14327235330571314,7.192120482445768,0.17315159729301316
us,2023_Isotopes_of_carbon-3_us,0.38900381998774697,0.13950864163730564,7.34686849222805,0.1571097732956643
cn,2023_Homoptera-3_cn,0.35069075581370657,0.16228046191894213,6.317743588466916,0.17918880930324416
us,2023_Pulmonary_disease-2_us,0.4738403113543185,0.2002330800943808,5.2096754611735285,0.21754355588767804
cn,2022_Femtosecond_pulse_shaping-4_cn,0.35682297838927546,0.15540193482885814,6.70751907194579,0.1779146736924853
us,2023_Polarizability-3_us,0.4492892333002191,0.1440617749801781,7.192057002835194,0.17007606472118508
cn,2023_Steatohepatitis-4_cn,0.31678613421500657,0.1643207013950611,6.30479917958304,0.18207828651527733
us,2023_Linezolid-5_us,0.3933883439819759,0.16602016694040173,6.240259138507677,0.1916751678023404
us,2023_Chronic_stress-2_us,0.4187305902176032,0.15528185434807554,6.685525106206232,0.1789832683836444
cn,2023_Quantum_optics-2_cn,0.4114219912538829,0.18259081514646114,5.682075274433003,0.19790378882919346
cn,2023_Bone_resorption-2_cn,0.34608014643330953,0.18619206358631515,5.47876142539981,0.19748325147550586
us,2023_Intracerebral_hemorrhage-3_us,0.4606746617944836,0.2188231206158672,4.68968814678887,0.2321483331875393
cn,2023_Photocathode-3_cn,0.3144075931432253,0.13776214625357694,7.672406446185664,0.17040972337802926
us,2023_Viscoelasticity-2_us,0.4040747234881949,0.09500597649338646,10.807379145924132,0.1057666006964338
cn,2023_Histopathology-2_cn,0.3130943289695444,0.16524875869540173,6.198562662930714,0.17684470465277882
cn,2023_Assisted_reproductive_technology-4_cn,0.3687936254350192,0.16428083409215466,6.2285961407270225,0.19245121523183734
cn,2023_Vasculitis-3_cn,0.352695593099133,0.17680758569489102,5.809567624506994,0.19307300639956607
us,2023_Nusselt_number-4_us,0.4457860214414521,0.12535310083716975,8.394398453002362,0.14966801272906205
cn,2023_Linoleic_acid-3_cn,0.2918704663256048,0.14022107319064878,7.33005292755541,0.1543297297649345
cn,2023_Uranium-2_cn,0.39503604285094107,0.21042981800036886,4.842774895718764,0.2220683895546724
cn,2023_Citric_acid_cycle-3_cn,0.2994379124020697,0.13577471024762727,7.62588091440723,0.1525190946837885
us,2023_Flavor-2_us,0.5901710094417031,0.1415054013085974,7.375304688733397,0.15825847083513406
us,2023_Lysine-3_us,0.4071264153850104,0.11768553731631574,8.811629919842732,0.13165530843506684
us,2023_Genotoxicity-3_us,0.41326598145858384,0.16395380307626506,6.268175640773943,0.1808648446439156
cn,2023_Brightness-2_cn,0.3845203617660918,0.16769375373592324,6.108271621451948,0.17829140402628094
cn,2023_Avalanche_photodiode-3_cn,0.3403461024426686,0.15825737071964288,6.44552887339488,0.18660223689395602
us,2023_Soil_respiration-3_us,0.3683045093722597,0.14987368081236466,6.8137295332355805,0.17179508038904248
cn,2023_Mitochondrial_permeability_transition_pore-4_cn,0.2759884789906044,0.1388533074298723,7.444772243024825,0.16351831150777338
us,2023_TRPV1-4_us,0.4249979905034133,0.14475861506823548,7.127597110130267,0.1674116387937103
us,2023_Temperate_climate-2_us,0.4019081968432208,0.13916795035701554,7.410332839918679,0.15671748559755974
us,2023_Gestational_diabetes-4_us,0.4039524119977108,0.1839917198928228,5.578776259052665,0.19677926521409791
cn,2023_Default_mode_network-3_cn,0.34564500079558585,0.21877127288993886,4.6537960634629405,0.2322588152246673
cn,2023_Gadolinium-2_cn,0.2974064305354871,0.14286328644330265,7.165625988984399,0.15697297989616346
cn,2023_Diastereomer-2_cn,0.29727876492265376,0.10157675700201599,10.147579302418011,0.12181814067218112
us,2023_Gallium_nitride-3_us,0.44525002342137693,0.21346195008920524,4.821849539537523,0.2289013283873176
us,2023_Hepcidin-3_us,0.6733150754204995,0.19045732965311574,5.448594297073563,0.2349274674676308
cn,2023_Astronomical_interferometer-3_cn,0.3756344573731645,0.14677472535756025,7.004612545128305,0.16141881233462754
us,2023_Genetic_marker-3_us,0.3833053036758894,0.11644981709086699,8.784778751200584,0.13580160835964236
cn,2023_Periodontitis-2_cn,0.3425779737633097,0.17810760299571204,5.73497703151408,0.19035880591708168
us,2023_Corn_stover-3_us,0.4681076610264196,0.20742809503018667,4.992248082618607,0.2291762099549487
cn,2023_Clothing-2_cn,0.38483416907807816,0.14181201902883245,7.3656860527826575,0.16176336584518264
us,2023_Diabetic_retinopathy-3_us,0.4343040097650441,0.18971682522139333,5.401833829923791,0.20115093482811167
cn,2023_Malnutrition-2_cn,0.3421132156400184,0.1661889752247785,6.165672823323956,0.18545928780230309
us,2023_Lymphadenectomy-3_us,0.4007691001566705,0.14475693462555855,7.072353035685596,0.1601657684231226
cn,2023_Adipocyte-3_cn,0.3235546335589719,0.18576240846893527,5.476296923220799,0.19764930301138348
cn,2023_Schottky_diode-3_cn,0.3712890386510166,0.1972672927498536,5.185334786814266,0.20959460662808194
us,2023_Software_system-3_us,0.4056673891337701,0.11865121552730785,8.703400040428543,0.13330881689336102
cn,2023_Genetic_marker-3_cn,0.3390718473053425,0.17954452427647255,5.6895850450402925,0.1923757217787428
cn,2023_Epididymis-3_cn,0.3091306898647936,0.15563064324756593,6.6513910550703725,0.17873687769979166
us,2023_Blanket-2_us,0.5701316830175662,0.2440375966304139,4.265930002201189,0.2725593407749283
cn,2023_Sleep_quality-3_cn,0.3262092017771729,0.15663447309648065,6.5628111756408725,0.17211057640230126
cn,2023_Helminths-2_cn,0.4119717960809555,0.21781547686239447,4.704130180742213,0.2315995927074195
us,2023_Hypersonic_speed-2_us,0.4479925184293305,0.16471223886188846,6.309080689810947,0.18161201237884986
cn,2023_Adult_stem_cell-4_cn,0.3268935439027026,0.16413188607742976,6.231058328005083,0.17661899126952846
us,2023_Malnutrition-2_us,0.40750149531468055,0.10941195927106487,9.406231491540053,0.13571916639046122
cn,2023_Carbohydrate_metabolism-2_cn,0.3117648461117257,0.17308592410063675,5.8726806142456285,0.1834922524899025
us,2023_Percutaneous_nephrolithotomy-3_us,0.4062546268346753,0.20937006657768947,4.928936853173943,0.23225108918788115
us,2023_Exonuclease-4_us,0.3936095888600856,0.14333110735952576,7.223130179724387,0.16701548075320785
us,2023_Pulsed_laser_deposition-3_us,0.4205255178942407,0.19842643955997788,5.190807781691996,0.21396368441953328
us,2023_Internalization-3_us,0.3650112772659497,0.10347293416792668,9.98825739586882,0.1155006609313548
cn,2022_Photorefractive_effect-2_cn,0.39450309517502574,0.2118925399325864,4.8367412119316775,0.23370078494103866
cn,2023_Field_of_view-2_cn,0.3666325025280484,0.10704004746155214,9.664322642910703,0.12733543132719596
cn,2023_Premixed_flame-4_cn,0.35173974517528817,0.1560287658454092,6.701096380723128,0.17902319727088006
us,2023_Plant_virus-3_us,0.43939289232313217,0.1812423249018739,5.63414901716659,0.19372625908753127
cn,2023_Internalization-3_cn,0.30841688120720706,0.16896900843302612,6.027193048770116,0.1807458690263844
us,2023_Molar-2_us,0.3933797119607225,0.10260837241681024,10.050227332866676,0.11606862575077127
cn,2023_GLUT4-4_cn,0.26540653124731683,0.12412866150314088,8.270087395606145,0.1448592118695257
cn,2022_Solid-state_physics-2_cn,0.3667476540952905,0.18122956947267413,5.760664074662495,0.1998425223708828
us,2023_Silicon_nitride-3_us,0.3907180725158411,0.11015814128074557,9.411153045627447,0.12434717877845568
us,2023_Methionine-3_us,0.4426399773539551,0.11372234282082393,9.377885272582406,0.13340677816532687
us,2023_Non-coding_RNA-4_us,0.4368312584007468,0.12186336216538088,8.524274895762275,0.13442972898773822
cn,2023_Nucleolus-3_cn,0.27241451296203545,0.1236475362854151,8.42546829885222,0.15805548192062466
cn,2023_Imipenem-4_cn,0.3406898700305585,0.1724440517576645,5.9506991393433175,0.18884895908943256
cn,2023_Indentation-2_cn,0.3478808774409954,0.1524627021668628,6.7690149652607445,0.16677275522998394
cn,2023_Linker-2_cn,0.3106573087453496,0.15809886178562482,6.486912118968268,0.17042175259945508
us,2023_Inferior_frontal_gyrus-3_us,0.3355726650563607,0.10932197719153522,9.412531387388016,0.13522456857601967
us,2023_Abdominal_pain-2_us,0.3815189681089176,0.10600563355965656,9.859167218006268,0.11849435335449138
us,2023_Neuropathic_pain-2_us,0.4528830152893303,0.15012436523116504,6.8099801322440605,0.1618844591888902
cn,2023_Resting_state_fMRI-2_cn,0.3985319281598241,0.23831203260102216,4.256667711106819,0.2493210645376172
cn,2023_Corneal_topography-3_cn,0.33568410150030786,0.1821456870153645,5.61865102356122,0.2061444446234108
us,2023_Exciton-2_us,0.4332181228979109,0.17764321447282092,5.759205197248223,0.18828912682929108
us,2023_Blastocyst-4_us,0.4297000212452891,0.1672139897563924,6.119491416583934,0.18002651364727565
cn,2023_Constipation-2_cn,0.31308502608848315,0.1581082966632473,6.484957243318043,0.17549755666324632
us,2023_Tinnitus-2_us,0.4042711955238272,0.14486428069309554,7.1299676350747525,0.17045801080642115
cn,2023_Thyroglobulin-3_cn,0.3509270334928229,0.16235850969351226,6.469125863106322,0.19524144944297853
us,2023_Life-cycle_assessment-3_us,0.415368547873704,0.16273792820379804,6.319576013622861,0.17923758273733306
us,2023_Osteocalcin-4_us,0.36719018374906814,0.16370832982469732,6.285783469651313,0.17622042329549434
us,2023_Millimeter-2_us,0.4381357380557713,0.1604376469547513,6.43731764586212,0.1768761582796505
us,2023_Image_sensor-2_us,0.3899148169029595,0.08937432905295636,11.708898057961378,0.12348831023349255
cn,2023_Hydraulic_conductivity-3_cn,0.30899864596383325,0.09674882801041386,10.907806369459689,0.12422414170446565
us,2023_Potential_energy_surface-3_us,0.4261440994451558,0.1711911647194837,6.095768696135669,0.1926118441899272
us,2023_Mdm2-3_us,0.4228599795207425,0.14077675228165487,7.433369419747509,0.1693026189789389
us,2023_Lepidoptera_genitalia-2_us,0.4601697862258322,0.15336148690684334,6.6588362623663375,0.16311427439025675
cn,2023_GiST-3_cn,0.3364478437934627,0.1808885841592061,5.697935789400376,0.19854839258404325
us,2023_H3K4me3-5_us,0.3483698796435317,0.1441596513563085,7.096168696780305,0.17915341113437244
cn,2023_Exacerbation-2_cn,0.3363404584209439,0.1621050966061299,6.352417788482504,0.17742172398922926
us,2023_Surface_micromachining-4_us,0.40182212573104403,0.13570545523203914,7.5720056561318465,0.15309940245421144
cn,2023_ABCA1-4_cn,0.30787983723087936,0.16131442735146512,6.348558166934781,0.1828195341285588
us,2023_Phase_diagram-3_us,0.4517392969817139,0.15062328932006416,6.879840222094868,0.16337853675306266
cn,2023_Ferritin-2_cn,0.33934071488113354,0.15775560257277504,6.4556335995381495,0.17282515968879142
us,2023_Magnetic_moment-2_us,0.4600780980145532,0.1759569242387179,5.920220384335546,0.19214948380519487
us,2023_Human_fertilization-2_us,0.4196784856869137,0.14429293189148334,7.185660022272506,0.15793398295013047
cn,2023_Hydrolase-3_cn,0.30768428512581786,0.13672501644389146,7.567966274618808,0.1588382745079258
cn,2023_Gastric_mucosa-3_cn,0.29990925978380445,0.14157387252622708,7.312444715571146,0.16225645888303342
us,2023_Telomerase-3_us,0.4039120668611535,0.17157350577825525,6.041170478205951,0.18800479060288386
cn,2023_Thyroid_cancer-3_cn,0.3826723952500465,0.197566044725458,5.148548350967455,0.20772040988229834
cn,2023_Nusselt_number-4_cn,0.3215169363564265,0.09448027023329343,10.881701759299336,0.1172935381505098
cn,2023_Nerve_growth_factor-3_cn,0.3130693205798453,0.1583419615169319,6.480699411211454,0.17404596185386068
us,2023_DU145-5_us,0.34830547890950736,0.12946844948553965,7.965674397258555,0.15300474040315395
cn,2023_Hall_effect-3_cn,0.3776591904744838,0.1817221296469358,5.681178277492192,0.1971549126441677
us,2023_Histone_deacetylase_inhibitor-5_us,0.33696804559203064,0.15715552846401998,6.557341361319278,0.18071872167942504
us,2023_Quantum_computer-3_us,0.549041646586219,0.19607360025899065,5.256047527943632,0.21101478937168885
cn,2023_Calcitonin_gene-related_peptide-4_cn,0.3031506939945894,0.13753819150288002,7.511341085487312,0.1576810428815632
us,2023_Speedup-2_us,0.4863888789703794,0.11205217214327014,9.17798662103245,0.125243136969453
cn,2023_Neuroblastoma-3_cn,0.33912696130473025,0.17781360360330692,5.7577012814362725,0.19046455490369305
cn,2023_CD3-4_cn,0.32514056036519423,0.18601009884104872,5.4824571810981535,0.19856256095092192
cn,2023_Chromophore-2_cn,0.3517250027229259,0.1852645275812576,5.5164392461632685,0.1967794211550438
us,2023_Diesel_exhaust-3_us,0.3878447306524421,0.15080658510406808,6.86371918136624,0.17128066323547786
us,2023_Glycogen-2_us,0.4152195519644543,0.14815882927315627,6.96643175786896,0.16268694760461985
cn,2023_Atomic_force_microscopy-2_cn,0.36656695387712057,0.1800194734896109,5.6741467431212165,0.1907233716267525
cn,2023_Encephalitis-3_cn,0.3561907485527225,0.19444081749671044,5.256463172770366,0.2083342007468045
cn,2023_Liquid_crystal-2_cn,0.4139455497454066,0.20172692678245147,5.065987685692953,0.21252393577966894
cn,2023_Respiratory_tract_infections-3_cn,0.35072830094641183,0.16975598206484555,6.068226634242728,0.1886580800860085
us,2023_Beta-catenin-4_us,0.3729907839933173,0.12758412112950349,8.053096679173073,0.1516052102601411
us,2023_Camptothecin-2_us,0.3693137238075639,0.16910996861862046,6.095266582092853,0.19263314603417447
us,2023_Femoral_neck-3_us,0.3920753647407365,0.16988354989732454,6.1367066533117125,0.19099002081609387
cn,2023_Phage_display-3_cn,0.3032108792968765,0.14040412070373062,7.431811356826173,0.16391916004859766
us,2023_Seed_dormancy-4_us,0.6398589186464929,0.1450453402960031,7.102963762438799,0.16772405143791178
cn,2023_Argon-2_cn,0.3611780484946376,0.16201870570205928,6.367956902578305,0.17570428352978304
cn,2023_Penumbra-3_cn,0.2704476234127385,0.1574500406844468,6.546032304252808,0.18537698427816213
cn,2023_Progression-free_survival-3_cn,0.35004248595369936,0.21106919964835366,4.820590371597083,0.22336403410482816
cn,2023_Doppler_effect-2_cn,0.3854223392944501,0.16174865150365414,6.309589906256745,0.1710429753549784
cn,2023_Oceanic_crust-4_cn,0.33072022358849384,0.16612051418839552,6.261426748386865,0.19167506412826046
cn,2023_Nonunion-2_cn,0.3060380360970533,0.1616469740938567,6.362242618766072,0.1771659730754637
us,2023_Atomic_units-2_us,0.34271279109636643,0.1307822008845329,8.030502035278154,0.15732199578774175
cn,2023_Information_privacy-2_cn,0.3398571344773615,0.143470174458074,7.1628659853351415,0.15607486430147471
cn,2023_Hyperalgesia-4_cn,0.3606906910635915,0.2046837569247124,4.972650231889738,0.21671443867252127
us,2023_Calcitonin_gene-related_peptide-4_us,0.4546887196568726,0.10745477506096028,9.545018940382752,0.1384125467607867
cn,2023_Supplementary_motor_area-3_cn,0.2563850771050212,0.15087317204194212,6.8190900829418695,0.18347329176777724
us,2023_Metastability-2_us,0.3987605963459391,0.10977662418124436,9.437071527613867,0.12219623505934565
cn,2023_Lymphadenectomy-3_cn,0.3602879427136477,0.17745992545188122,5.776906029637687,0.1922409219447952
cn,2023_Aquifer-3_cn,0.3762654456367192,0.17581265619377606,5.819370431105603,0.1863112422254468
us,2022_Femtosecond_pulse_shaping-4_us,0.3934939842271965,0.18370413659926602,5.566611651609914,0.20228643191529647
us,2023_Tyrosine-kinase_inhibitor-3_us,0.41015853315337003,0.17588348695416836,5.8541259841564575,0.19182135113776447
cn,2023_Bioequivalence-3_cn,0.3016170111859509,0.15075297930139486,6.836977983456007,0.18262856900327595
us,2023_Micronucleus_test-3_us,0.4058968580431863,0.20875196823655154,4.927997567503099,0.2342936705934026
us,2023_Anaplastic_lymphoma_kinase-4_us,0.4110238124946011,0.18651041552206227,5.547519560206479,0.20970459878758
cn,2023_Spin_polarization-3_cn,0.3616872380316729,0.1570221454804087,6.563590798873396,0.17123156705762768
cn,2023_Esophagectomy-4_cn,0.3906402654336616,0.19976965562564936,5.167966398960613,0.21654742894169035
us,2023_Biometrics-2_us,0.4089255126303473,0.12743831643210246,8.197836168727617,0.14716855652957758
cn,2023_Physical_examination-2_cn,0.3274394599785604,0.14981185120137813,6.891681350926639,0.1673800297996277
us,2023_Vacuole-3_us,0.3974187456546488,0.1353119707971294,7.631412738780832,0.15223743263073344
us,2023_Pairing-3_us,0.4256747127870769,0.15494248809352507,6.693528313115883,0.17277275109217372
us,2023_CINAHL-3_us,0.36417104256446137,0.09416463242367294,10.912673539183908,0.12856908621099555
us,2023_Jurkat_cells-4_us,0.3534497212041416,0.11638176217536235,9.02091437218925,0.13764184237346996
cn,2023_H3K4me3-5_cn,0.2897976476720173,0.15272664113673104,6.782539312725624,0.18801402189133687
cn,2023_Bloom-2_cn,0.3209650121685454,0.14999736553071888,6.828198153635548,0.16887444903975268
cn,2023_Trophoblast-5_cn,0.3464110856965758,0.1893515578750759,5.393054950687633,0.2029327661219907
cn,2023_Laser_linewidth-3_cn,0.36570495384491397,0.177634551070923,5.744333099861487,0.18964031863060496
cn,2023_Inbred_strain-3_cn,0.3604355079374538,0.20127638659264027,5.0617519461281715,0.2160112090300231
us,2023_Irritable_bowel_syndrome-2_us,0.4600727504493792,0.2155959601109911,4.780748148386447,0.2318121154515747
us,2023_Lipogenesis-3_us,0.3936429659467616,0.1524542707377742,6.838374350369691,0.17087517335453173
us,2023_Combustion_chamber-3_us,0.45202436197049395,0.15201914602486466,6.9116988863780815,0.17109640624659214
us,2023_Lidar-2_us,0.4713466570845901,0.16596561665457818,6.256849784135406,0.18060271580161635
us,2023_Corneal_topography-3_us,0.4296116686149216,0.16107803441713806,6.5613248604393934,0.1909215305966236
cn,2023_Microsurgery-2_cn,0.3127989616874634,0.1502584007793646,6.823159496640661,0.16709733297295265
cn,2023_Exonuclease-4_cn,0.3109209894936764,0.15069083367798014,6.7993532132392565,0.17270697228315168
cn,2023_Groundwater_recharge-4_cn,0.31564185350781826,0.13090986978243824,7.844368258572245,0.1510181545618822
us,2023_Vasculitis-3_us,0.4382029306312162,0.15317509531995085,6.830755756454253,0.17084059537637142
us,2023_Atomic_force_microscopy-2_us,0.3737235343500239,0.12567201477714884,8.173434992910801,0.13586216334887838
us,2023_Crystalline_silicon-3_us,0.4268981846524885,0.16678100581499966,6.212874802277,0.18121283806423105
us,2023_High_harmonic_generation-3_us,0.4276426939260304,0.18510551677716647,5.611921307019983,0.2071344090365824
cn,2023_Decompression-2_cn,0.3454333722059227,0.17778247413181736,5.740561796383036,0.18898581915812127
us,2023_Progression-free_survival-3_us,0.37642221802430137,0.18387577832721816,5.5338469804809245,0.1966395469322516
us,2023_Malware-2_us,0.3783898088135556,0.11939348575824375,8.708937933725062,0.14360680314461366
us,2023_Nephrotoxicity-3_us,0.3976747293342642,0.12154051369565826,8.518796255941378,0.142910588014797
cn,2023_Allodynia-5_cn,0.3113767525797451,0.1855296866827741,5.5226982394462505,0.2028992349469028
cn,2023_Gestational_diabetes-4_cn,0.35625319109814313,0.19213136165265832,5.2960213136010585,0.20361278423936974
cn,2023_Spore-2_cn,0.34038514243389123,0.16347901512487018,6.255049681476301,0.17533896706874086
us,2023_Elevated_plus_maze-3_us,0.3542306968575551,0.1090386139644403,9.511130239930043,0.1393912390301132
us,2023_Exhaust_gas_recirculation-3_us,0.4138339678472837,0.1657363027908173,6.196213188397759,0.18918044313176327
us,2023_Laser_linewidth-3_us,0.4034133773170073,0.12518755125005224,8.301002813512687,0.13951912520562962
us,2023_Cmax-3_us,0.3394559782005639,0.13154708141139118,7.791125373707452,0.14518651960185533
us,2023_Oyster-2_us,0.4183081142310448,0.1708000297795666,6.003618578218122,0.1854229810941156
us,2023_MPTP-4_us,0.38473984501837605,0.14658619491528066,7.063808592645942,0.16649257954646718
us,2023_Exacerbation-2_us,0.4111232993935635,0.16068136791294113,6.515866416844668,0.17869226167510682
us,2023_Virtual_reality-2_us,0.4164720365834392,0.13547070244613232,7.5986564181906875,0.14700521103078384
us,2023_Electron_density-3_us,0.41479781754788,0.1614915874577248,6.3798365192435815,0.18123162820208616
us,2023_Gallium-2_us,0.3717820244459305,0.10443134453139703,9.845157062545267,0.12496480377475006
us,2023_Quantum_error_correction-4_us,0.5408207500430812,0.18550302833464846,5.617483146423035,0.2111098221039799
